decision	archive	image	field	expectedSide	verdict	discriminator	standingValue	treeDigest	preDigest	liveDigest	v84Digest	note
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/stabOF	v84	OK-UNCHANGED	REAL	his	8ed3cfcd56a2	8ed3cfcd56a2	8ed3cfcd56a2	-	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/stabT1	v84	OK-UNCHANGED	REAL	his	bb21ffbc14e4	bb21ffbc14e4	bb21ffbc14e4	-	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/stabT2	v84	OK-UNCHANGED	REAL	v84+his-additive	fde2c5cae430	fde2c5cae430	cfcd3b803a44	0e36cca765fb	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/stabTF	v84	OK-UNCHANGED	REAL	his	f4749a93633d	f4749a93633d	f4749a93633d	-	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/stand1	v84	OK-UNCHANGED	REAL	v84	06b704403b77	06b704403b77	92c7e2439837	06b704403b77	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/swingO1	v84	OK-UNCHANGED	REAL	his	213b08ecb8ce	213b08ecb8ce	213b08ecb8ce	-	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/swingO2	v84	OK-UNCHANGED	REAL	his	cf127d32be2f	cf127d32be2f	cf127d32be2f	-	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/swingO3	v84	OK-UNCHANGED	REAL	v84	9f4374009075	9f4374009075	872f9e7b52f2	9f4374009075	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/swingOF	v84	OK-UNCHANGED	REAL	his	d8937be0b01b	d8937be0b01b	d8937be0b01b	-	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/swingP1	v84	OK-UNCHANGED	REAL	v84	4e4936068dd7	4e4936068dd7	8246f06d6020	4e4936068dd7	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/swingP2	v84	OK-UNCHANGED	REAL	v84	bf833c209f01	bf833c209f01	f55837dc5a9e	bf833c209f01	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/swingPF	v84	OK-UNCHANGED	REAL	v84	0a30edb228d3	0a30edb228d3	eff15d18f7d2	0a30edb228d3	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/swingT1	v84	OK-UNCHANGED	REAL	v84	fb9a63a888f7	fb9a63a888f7	50626b212d99	fb9a63a888f7	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/swingT2	v84	OK-UNCHANGED	REAL	v84	437b6c93fa05	437b6c93fa05	5629ca13957e	437b6c93fa05	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/swingT3	v84	OK-UNCHANGED	REAL	v84	95f4fdcbf7e5	95f4fdcbf7e5	20fa1b707680	95f4fdcbf7e5	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/swingTF	v84	OK-UNCHANGED	REAL	his	6ba0ca5c3651	6ba0ca5c3651	6ba0ca5c3651	-	
D-TAKE-V84	Character	Character.wz/Weapon/01492024.img	Character.wz/Weapon/01492024.img/walk1	v84	OK-UNCHANGED	REAL	v84	82a47aaba491	82a47aaba491	add580a83928	82a47aaba491	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/4713	v84	OK-UNCHANGED	REAL	v84	5f7d17ea0559	5f7d17ea0559	504bb3283aeb	5f7d17ea0559	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/615	v84	OK-UNCHANGED	REAL	v84	260afa0f7e0d	260afa0f7e0d	accf332c6ebd	260afa0f7e0d	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7595	v84	OK-UNCHANGED	REAL	v84	162e53e72d11	162e53e72d11	cd81de7947cc	162e53e72d11	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7596	v84	OK-UNCHANGED	REAL	v84	3c6c1abd6275	3c6c1abd6275	e9cdb42220e7	3c6c1abd6275	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7597	v84	OK-UNCHANGED	REAL	v84	4a53e5400a13	4a53e5400a13	9dd9945816d5	4a53e5400a13	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7598	v84	OK-UNCHANGED	REAL	v84	9ab58fdecc35	9ab58fdecc35	da8cce9b639e	9ab58fdecc35	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7599	v84	OK-UNCHANGED	REAL	v84	0cdc77d6b70c	0cdc77d6b70c	a912d8f40252	0cdc77d6b70c	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7600	v84	OK-UNCHANGED	REAL	v84	1429e7cfdc5e	1429e7cfdc5e	b440f551bcb7	1429e7cfdc5e	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7601	v84	OK-UNCHANGED	REAL	v84	46f4b336464f	46f4b336464f	4262a4ad9c48	46f4b336464f	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7602	v84	OK-UNCHANGED	REAL	v84	a8111d3b665d	a8111d3b665d	ff24af1694aa	a8111d3b665d	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7784	v84	OK-UNCHANGED	REAL	v84	a20ee848c6a1	a20ee848c6a1	c84f3199fca1	a20ee848c6a1	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7785	v84	OK-UNCHANGED	REAL	v84	6c746d21c565	6c746d21c565	0f5ce8aaf0e0	6c746d21c565	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7885	v84	OK-UNCHANGED	REAL	v84	dbe4987e72dc	dbe4987e72dc	a647f34b0d08	dbe4987e72dc	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7887	v84	OK-UNCHANGED	REAL	v84	853f8fcf70d4	853f8fcf70d4	77d1fd95a1a2	853f8fcf70d4	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7888	v84	OK-UNCHANGED	REAL	v84	8ba84e0c6114	8ba84e0c6114	fc2bfc17a76f	8ba84e0c6114	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7970	v84	OK-UNCHANGED	REAL	v84	3ac8fcc27573	3ac8fcc27573	c17b6e919210	3ac8fcc27573	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7971	v84	OK-UNCHANGED	REAL	v84	f1af89e504fc	f1af89e504fc	89fbd15500f3	f1af89e504fc	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7992	v84	OK-UNCHANGED	REAL	v84	c2dc0a1abd5c	c2dc0a1abd5c	42ed20e8f78f	c2dc0a1abd5c	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7993	v84	OK-UNCHANGED	REAL	v84	5e0a6b0b0d19	5e0a6b0b0d19	a9854558fe14	5e0a6b0b0d19	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7994	v84	OK-UNCHANGED	REAL	v84	de51add9ef16	de51add9ef16	8448054f2e23	de51add9ef16	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/7995	v84	OK-UNCHANGED	REAL	v84	3982ced94dfd	3982ced94dfd	3b9f8d7591c4	3982ced94dfd	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/8019	v84	OK-UNCHANGED	REAL	v84	f960a38ada07	f960a38ada07	2d9e88eecd78	f960a38ada07	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/8020	v84	OK-UNCHANGED	REAL	v84	82b38c3d45bb	82b38c3d45bb	70a18efda463	82b38c3d45bb	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/8021	v84	OK-UNCHANGED	REAL	v84	8cbbc1ee84b4	8cbbc1ee84b4	97cfc9868dd2	8cbbc1ee84b4	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/8166	v84	OK-UNCHANGED	REAL	v84	88c3e741f8dd	88c3e741f8dd	7e9b4e69cafe	88c3e741f8dd	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/8941	v84	OK-UNCHANGED	REAL	v84	fe3fee0742dc	fe3fee0742dc	6e157a2ae9e7	fe3fee0742dc	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/8942	v84	OK-UNCHANGED	REAL	v84	83adb0eb5055	83adb0eb5055	51da99358521	83adb0eb5055	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/8943	v84	OK-UNCHANGED	REAL	v84	65f3284805f7	65f3284805f7	f3c4eb8f6277	65f3284805f7	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/8944	v84	OK-UNCHANGED	REAL	v84	c5f92cacf849	c5f92cacf849	fbb9c49beee0	c5f92cacf849	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/8945	v84	OK-UNCHANGED	REAL	v84	dd20af407af2	dd20af407af2	700f507edd9c	dd20af407af2	
D-TAKE-V84	Etc	Etc.wz/Commodity.img	Etc.wz/Commodity.img/8946	v84	OK-UNCHANGED	REAL	v84	e6344a0a816f	e6344a0a816f	95c750a6942e	e6344a0a816f	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/10452	v84	OK-UNCHANGED	REAL	v84	4cee81756237	4cee81756237	9fd7a6684ef2	4cee81756237	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/10453	v84	OK-UNCHANGED	REAL	v84	b734a259b02e	b734a259b02e	5d55406a3994	b734a259b02e	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/10454	v84	OK-UNCHANGED	REAL	v84	99f7f2544638	99f7f2544638	6e9eb5f7dbb3	99f7f2544638	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/10455	v84	OK-UNCHANGED	REAL	v84	3a6004f0fa33	3a6004f0fa33	e0d52050b61c	3a6004f0fa33	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/10456	v84	OK-UNCHANGED	REAL	v84	77909c8be9c8	77909c8be9c8	66e938635e39	77909c8be9c8	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/10457	v84	OK-UNCHANGED	REAL	v84	555bc1377a98	555bc1377a98	7ea2a5e004dd	555bc1377a98	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2010	v84	OK-UNCHANGED	REAL	v84	68ca81ac1a16	68ca81ac1a16	ea8c1071370a	68ca81ac1a16	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2018	v84	OK-UNCHANGED	REAL	v84	78f6d2dfed35	78f6d2dfed35	a8ee16636c00	78f6d2dfed35	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2020	v84	OK-UNCHANGED	REAL	v84	a03cdc1bb9fa	a03cdc1bb9fa	173a46305868	a03cdc1bb9fa	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2021	v84	OK-UNCHANGED	REAL	v84	0c8d3049da0d	0c8d3049da0d	5d0218081c3d	0c8d3049da0d	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2036	v84	OK-UNCHANGED	REAL	v84	14e635f42acb	14e635f42acb	de9a38384fbc	14e635f42acb	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2037	v84	OK-UNCHANGED	REAL	v84	35ffaaf0185d	35ffaaf0185d	1d76852c4520	35ffaaf0185d	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2038	v84	OK-UNCHANGED	REAL	v84	4552a1b2a474	4552a1b2a474	4951ae7a0285	4552a1b2a474	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2039	v84	OK-UNCHANGED	REAL	v84	92bc9c78a096	92bc9c78a096	cdf9ac2d0f09	92bc9c78a096	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2119	v84	OK-UNCHANGED	REAL	v84	7ddc53bf1b31	7ddc53bf1b31	2f1a80e4251c	7ddc53bf1b31	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2132	v84	OK-UNCHANGED	REAL	v84	64e95aed1098	64e95aed1098	ae14ff6b5ec3	64e95aed1098	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2133	v84	OK-UNCHANGED	REAL	v84	aafa240c075f	aafa240c075f	0a9f0753e819	aafa240c075f	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2134	v84	OK-UNCHANGED	REAL	v84	f749aa89b171	f749aa89b171	bd6d2db706ba	f749aa89b171	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/2135	v84	OK-UNCHANGED	REAL	v84	7e27adf2f295	7e27adf2f295	413f7c449b4c	7e27adf2f295	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28163	v84	OK-UNCHANGED	REAL	v84	3892c1e831b5	3892c1e831b5	1854f9fa261b	3892c1e831b5	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28164	v84	OK-UNCHANGED	REAL	v84	2bf4d3caf810	2bf4d3caf810	ea844e123d3a	2bf4d3caf810	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28167	v84	OK-UNCHANGED	REAL	v84	db54ed8a3221	db54ed8a3221	53349eb253a9	db54ed8a3221	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28168	v84	OK-UNCHANGED	REAL	v84	c29054121ae8	c29054121ae8	2e7437339e7e	c29054121ae8	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28170	v84	OK-UNCHANGED	REAL	v84	5bc5b532ea45	5bc5b532ea45	f86b4224da3f	5bc5b532ea45	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28175	v84	OK-UNCHANGED	REAL	v84	c2105b26d222	c2105b26d222	5258770770e2	c2105b26d222	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28179	v84	OK-UNCHANGED	REAL	v84	52edd96140e9	52edd96140e9	d2aea4dfd214	52edd96140e9	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28181	v84	OK-UNCHANGED	REAL	v84	d30541d6a0e9	d30541d6a0e9	35ea08084c8a	d30541d6a0e9	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28182	v84	OK-UNCHANGED	REAL	v84	6a45c4ab6625	6a45c4ab6625	14ac5b6952c2	6a45c4ab6625	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28183	v84	OK-UNCHANGED	REAL	v84	d7fe7e292a1d	d7fe7e292a1d	25b0de89d82d	d7fe7e292a1d	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28184	v84	OK-UNCHANGED	REAL	v84	687bad4d30d7	687bad4d30d7	48bb562acbeb	687bad4d30d7	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28187	v84	OK-UNCHANGED	REAL	v84	e1ce249b815d	e1ce249b815d	6a12d482beea	e1ce249b815d	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28189	v84	OK-UNCHANGED	REAL	v84	2743e2c9ae07	2743e2c9ae07	da73841ccad4	2743e2c9ae07	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28192	v84	OK-UNCHANGED	REAL	v84	bb356394871f	bb356394871f	709e15690d16	bb356394871f	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28196	v84	OK-UNCHANGED	REAL	v84	c71558414b11	c71558414b11	355108ac2956	c71558414b11	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28198	v84	OK-UNCHANGED	REAL	v84	e64ed8549081	e64ed8549081	eb04713ed38b	e64ed8549081	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28200	v84	OK-UNCHANGED	REAL	v84	b9fe7cd96418	b9fe7cd96418	8f3b5de39fde	b9fe7cd96418	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28201	v84	OK-UNCHANGED	REAL	v84	bfee2e28d1db	bfee2e28d1db	4e1132eb89f2	bfee2e28d1db	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28208	v84	OK-UNCHANGED	REAL	v84	61f576e10ad9	61f576e10ad9	0a6b96b39775	61f576e10ad9	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28209	v84	OK-UNCHANGED	REAL	v84	e10e86a22e00	e10e86a22e00	baeb1d287e72	e10e86a22e00	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28214	v84	OK-UNCHANGED	REAL	v84	4baead8c403c	4baead8c403c	165e5899cba4	4baead8c403c	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28218	v84	OK-UNCHANGED	REAL	v84	48980d9e610a	48980d9e610a	dc443010f186	48980d9e610a	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28219	v84	OK-UNCHANGED	REAL	v84	aeed9221b459	aeed9221b459	44bc088f9e96	aeed9221b459	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28221	v84	OK-UNCHANGED	REAL	v84	f6c5e7cd9f33	f6c5e7cd9f33	2ba520f412b4	f6c5e7cd9f33	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28222	v84	OK-UNCHANGED	REAL	v84	d4769e4aee07	d4769e4aee07	20258b887590	d4769e4aee07	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28226	v84	OK-UNCHANGED	REAL	v84	91a980f0d469	91a980f0d469	14e8f967d6c2	91a980f0d469	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28229	v84	OK-UNCHANGED	REAL	v84	50d09aa8203c	50d09aa8203c	a95d2501a5c5	50d09aa8203c	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28231	v84	OK-UNCHANGED	REAL	v84	3544b8d790bd	3544b8d790bd	443ad73393fa	3544b8d790bd	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28233	v84	OK-UNCHANGED	REAL	v84	2c6d54b85656	2c6d54b85656	622d25ee81f4	2c6d54b85656	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28235	v84	OK-UNCHANGED	REAL	v84	e187e6c68744	e187e6c68744	1e72d7383058	e187e6c68744	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28238	v84	OK-UNCHANGED	REAL	v84	322e27a6c962	322e27a6c962	cd98bc2e1773	322e27a6c962	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28240	v84	OK-UNCHANGED	REAL	v84	51624dcfd746	51624dcfd746	c962b195f44e	51624dcfd746	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28241	v84	OK-UNCHANGED	REAL	v84	f02f64de6723	f02f64de6723	99b581894815	f02f64de6723	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28243	v84	OK-UNCHANGED	REAL	v84	d2b0a4b2d7bf	d2b0a4b2d7bf	fc1bcb86ade9	d2b0a4b2d7bf	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28244	v84	OK-UNCHANGED	REAL	v84	a4dea776a915	a4dea776a915	687ce7b9a009	a4dea776a915	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28245	v84	OK-UNCHANGED	REAL	v84	75dfb4350a18	75dfb4350a18	dce5387c4c86	75dfb4350a18	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28246	v84	OK-UNCHANGED	REAL	v84	bd6f38c93fe2	bd6f38c93fe2	2e0e066a7eb8	bd6f38c93fe2	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28248	v84	OK-UNCHANGED	REAL	v84	cc0117596690	cc0117596690	2c2ae9de5e66	cc0117596690	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28250	v84	OK-UNCHANGED	REAL	v84	3321432ba52f	3321432ba52f	e060ccd30e86	3321432ba52f	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28256	v84	OK-UNCHANGED	REAL	v84	49a2bf12a4a2	49a2bf12a4a2	cc8d6cb96a84	49a2bf12a4a2	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28262	v84	OK-UNCHANGED	REAL	v84	54d7b2038f7c	54d7b2038f7c	43e83819fe8f	54d7b2038f7c	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28263	v84	OK-UNCHANGED	REAL	v84	c52822454473	c52822454473	fdf52be496bb	c52822454473	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28264	v84	OK-UNCHANGED	REAL	v84	af9259511636	af9259511636	0fc41b068f25	af9259511636	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28265	v84	OK-UNCHANGED	REAL	v84	da8ae3fd7684	da8ae3fd7684	15467b06fc56	da8ae3fd7684	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28267	v84	OK-UNCHANGED	REAL	v84	256635cb1ec2	256635cb1ec2	717748d34d7b	256635cb1ec2	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28268	v84	OK-UNCHANGED	REAL	v84	7ce167a6db0b	7ce167a6db0b	4d7adaef8a14	7ce167a6db0b	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28269	v84	OK-UNCHANGED	REAL	v84	1376ac8a8b5a	1376ac8a8b5a	52f4cc5d35bb	1376ac8a8b5a	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28270	v84	OK-UNCHANGED	REAL	v84	5524e4fc1152	5524e4fc1152	2cbbe6e9c55b	5524e4fc1152	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28271	v84	OK-UNCHANGED	REAL	v84	ad2b937dbabb	ad2b937dbabb	5cb82a7e589c	ad2b937dbabb	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28272	v84	OK-UNCHANGED	REAL	v84	ca34754ea8a3	ca34754ea8a3	b74a0deb470c	ca34754ea8a3	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28273	v84	OK-UNCHANGED	REAL	v84	c8d722f139c7	c8d722f139c7	5a5d6c811c2d	c8d722f139c7	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28274	v84	OK-UNCHANGED	REAL	v84	e3ba479d170c	e3ba479d170c	21f691f3576e	e3ba479d170c	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28275	v84	OK-UNCHANGED	REAL	v84	ebf82bc77f15	ebf82bc77f15	f26025ea6467	ebf82bc77f15	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28276	v84	OK-UNCHANGED	REAL	v84	ae83cbbacc24	ae83cbbacc24	05e3728a9367	ae83cbbacc24	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28277	v84	OK-UNCHANGED	REAL	v84	237bb4a29003	237bb4a29003	ca6251908896	237bb4a29003	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28278	v84	OK-UNCHANGED	REAL	v84	e497ad0b624c	e497ad0b624c	c8eda28f165c	e497ad0b624c	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28279	v84	OK-UNCHANGED	REAL	v84	44d8b529ff6e	44d8b529ff6e	24bf47bec586	44d8b529ff6e	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28280	v84	OK-UNCHANGED	REAL	v84	a3685118f35c	a3685118f35c	53b48798a33b	a3685118f35c	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28281	v84	OK-UNCHANGED	REAL	v84	da41ccc3d85d	da41ccc3d85d	5bd61471eb86	da41ccc3d85d	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/28282	v84	OK-UNCHANGED	REAL	v84	8ac40bfcf0fa	8ac40bfcf0fa	b3c6757c6104	8ac40bfcf0fa	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/3083	v84	OK-UNCHANGED	REAL	v84	ecb652f2e416	ecb652f2e416	ac4fedf7eff7	ecb652f2e416	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/3096	v84	OK-UNCHANGED	REAL	v84	8b6d091955d7	8b6d091955d7	1f2aa0ee5023	8b6d091955d7	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/3239	v84	OK-UNCHANGED	REAL	v84	471df88e7656	471df88e7656	be63811c2406	471df88e7656	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/4300	v84	OK-UNCHANGED	REAL	v84	bdf8abdfb803	bdf8abdfb803	c2ef71b461e6	bdf8abdfb803	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/4301	v84	OK-UNCHANGED	REAL	v84	34368a8230cb	34368a8230cb	14428e0908fb	34368a8230cb	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/4302	v84	OK-UNCHANGED	REAL	v84	12c34d0709d3	12c34d0709d3	88b6e04bba6a	12c34d0709d3	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/4303	v84	OK-UNCHANGED	REAL	v84	19643a138ced	19643a138ced	d3de850541d5	19643a138ced	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/4304	v84	OK-UNCHANGED	REAL	v84	bd58bc6f3050	bd58bc6f3050	23fb26b32ab6	bd58bc6f3050	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/4305	v84	OK-UNCHANGED	REAL	v84	f200ac17d5a8	f200ac17d5a8	6c5204ab9c86	f200ac17d5a8	
D-TAKE-V84	Quest	Quest.wz/Check.img	Quest.wz/Check.img/4306	v84	OK-UNCHANGED	REAL	v84	8eb6fd436ad4	8eb6fd436ad4	f2db957d1221	8eb6fd436ad4	
